,territory_name,epiweek,situation_name,value,epiyear
21,Rio de Janeiro,6.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.5 % do país),2014
22,Rondônia,6.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2014
23,Roraima,6.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,6.0,Dado estável. Sujeito a pequenas alterações.,0.15 (7.6 % do país),2014
25,Sergipe,6.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,6.0,Dado estável. Sujeito a pequenas alterações.,0.07 (25.2 % do país),2014
27,Tocantins,6.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
0,Acre,7.0,Dado estável. Sujeito a pequenas alterações.,0.38 (1.9 % do país),2014
1,Alagoas,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
4,Bahia,7.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.3 % do país),2014
5,Brasil,7.0,Dado estável. Sujeito a pequenas alterações.,0.08 (100.0 % do país),2014
6,Ceará,7.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.3 % do país),2014
7,Distrito Federal,7.0,Dado estável. Sujeito a pequenas alterações.,0.07 (1.3 % do país),2014
8,Espírito Santo,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
9,Goiás,7.0,Dado estável. Sujeito a pequenas alterações.,0.08 (3.1 % do país),2014
10,Maranhão,7.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.6 % do país),2014
11,Mato Grosso,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
12,Mato Grosso do Sul,7.0,Dado estável. Sujeito a pequenas alterações.,0.19 (3.1 % do país),2014
13,Minas Gerais,7.0,Dado estável. Sujeito a pequenas alterações.,0.18 (23.3 % do país),2014
14,Paraná,7.0,Dado estável. Sujeito a pequenas alterações.,0.13 (8.8 % do país),2014
15,Paraíba,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,7.0,Dado estável. Sujeito a pequenas alterações.,0.07 (3.8 % do país),2014
17,Pernambuco,7.0,Dado estável. Sujeito a pequenas alterações.,0.10 (5.7 % do país),2014
18,Piauí,7.0,Dado estável. Sujeito a pequenas alterações.,0.09 (1.9 % do país),2014
19,Rio Grande do Norte,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
20,Rio Grande do Sul,7.0,Dado estável. Sujeito a pequenas alterações.,0.11 (7.5 % do país),2014
21,Rio de Janeiro,7.0,Dado estável. Sujeito a pequenas alterações.,0.06 (6.3 % do país),2014
22,Rondônia,7.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.6 % do país),2014
23,Roraima,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,7.0,Dado estável. Sujeito a pequenas alterações.,0.15 (6.3 % do país),2014
25,Sergipe,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,7.0,Dado estável. Sujeito a pequenas alterações.,0.08 (23.3 % do país),2014
27,Tocantins,7.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
0,Acre,8.0,Dado estável. Sujeito a pequenas alterações.,0.89 (4.5 % do país),2014
1,Alagoas,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,8.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.6 % do país),2014
4,Bahia,8.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.9 % do país),2014
5,Brasil,8.0,Dado estável. Sujeito a pequenas alterações.,0.08 (100.0 % do país),2014
6,Ceará,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
7,Distrito Federal,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
8,Espírito Santo,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
9,Goiás,8.0,Dado estável. Sujeito a pequenas alterações.,0.06 (2.6 % do país),2014
10,Maranhão,8.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.6 % do país),2014
11,Mato Grosso,8.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.6 % do país),2014
12,Mato Grosso do Sul,8.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.9 % do país),2014
13,Minas Gerais,8.0,Dado estável. Sujeito a pequenas alterações.,0.25 (32.7 % do país),2014
14,Paraná,8.0,Dado estável. Sujeito a pequenas alterações.,0.11 (7.7 % do país),2014
15,Paraíba,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,8.0,Dado estável. Sujeito a pequenas alterações.,0.06 (3.2 % do país),2014
17,Pernambuco,8.0,Dado estável. Sujeito a pequenas alterações.,0.05 (3.2 % do país),2014
18,Piauí,8.0,Dado estável. Sujeito a pequenas alterações.,0.22 (4.5 % do país),2014
19,Rio Grande do Norte,8.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.3 % do país),2014
20,Rio Grande do Sul,8.0,Dado estável. Sujeito a pequenas alterações.,0.08 (5.8 % do país),2014
21,Rio de Janeiro,8.0,Dado estável. Sujeito a pequenas alterações.,0.01 (1.3 % do país),2014
22,Rondônia,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
23,Roraima,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,8.0,Dado estável. Sujeito a pequenas alterações.,0.12 (5.1 % do país),2014
25,Sergipe,8.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,8.0,Dado estável. Sujeito a pequenas alterações.,0.08 (21.8 % do país),2014
27,Tocantins,8.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.6 % do país),2014
0,Acre,9.0,Dado estável. Sujeito a pequenas alterações.,0.51 (2.8 % do país),2014
1,Alagoas,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
4,Bahia,9.0,Dado estável. Sujeito a pequenas alterações.,0.07 (7.0 % do país),2014
5,Brasil,9.0,Dado estável. Sujeito a pequenas alterações.,0.07 (100.0 % do país),2014
6,Ceará,9.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.7 % do país),2014
7,Distrito Federal,9.0,Dado estável. Sujeito a pequenas alterações.,0.11 (2.1 % do país),2014
8,Espírito Santo,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
9,Goiás,9.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.4 % do país),2014
10,Maranhão,9.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.7 % do país),2014
11,Mato Grosso,9.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.4 % do país),2014
12,Mato Grosso do Sul,9.0,Dado estável. Sujeito a pequenas alterações.,0.11 (2.1 % do país),2014
13,Minas Gerais,9.0,Dado estável. Sujeito a pequenas alterações.,0.19 (27.3 % do país),2014
14,Paraná,9.0,Dado estável. Sujeito a pequenas alterações.,0.12 (9.1 % do país),2014
15,Paraíba,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,9.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.1 % do país),2014
17,Pernambuco,9.0,Dado estável. Sujeito a pequenas alterações.,0.12 (7.7 % do país),2014
18,Piauí,9.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.7 % do país),2014
19,Rio Grande do Norte,9.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.7 % do país),2014
20,Rio Grande do Sul,9.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.4 % do país),2014
21,Rio de Janeiro,9.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.5 % do país),2014
22,Rondônia,9.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.4 % do país),2014
23,Roraima,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,9.0,Dado estável. Sujeito a pequenas alterações.,0.18 (8.4 % do país),2014
25,Sergipe,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,9.0,Dado estável. Sujeito a pequenas alterações.,0.06 (19.6 % do país),2014
27,Tocantins,9.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
0,Acre,10.0,Dado estável. Sujeito a pequenas alterações.,0.63 (2.6 % do país),2014
1,Alagoas,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
4,Bahia,10.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.6 % do país),2014
5,Brasil,10.0,Dado estável. Sujeito a pequenas alterações.,0.09 (100.0 % do país),2014
6,Ceará,10.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.0 % do país),2014
7,Distrito Federal,10.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.6 % do país),2014
8,Espírito Santo,10.0,Dado estável. Sujeito a pequenas alterações.,0.05 (1.0 % do país),2014
9,Goiás,10.0,Dado estável. Sujeito a pequenas alterações.,0.11 (3.6 % do país),2014
10,Maranhão,10.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.5 % do país),2014
11,Mato Grosso,10.0,Dado estável. Sujeito a pequenas alterações.,0.09 (1.6 % do país),2014
12,Mato Grosso do Sul,10.0,Dado estável. Sujeito a pequenas alterações.,0.27 (3.6 % do país),2014
13,Minas Gerais,10.0,Dado estável. Sujeito a pequenas alterações.,0.23 (24.5 % do país),2014
14,Paraná,10.0,Dado estável. Sujeito a pequenas alterações.,0.19 (10.9 % do país),2014
15,Paraíba,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,10.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.0 % do país),2014
17,Pernambuco,10.0,Dado estável. Sujeito a pequenas alterações.,0.17 (8.3 % do país),2014
18,Piauí,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
19,Rio Grande do Norte,10.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2014
20,Rio Grande do Sul,10.0,Dado estável. Sujeito a pequenas alterações.,0.08 (4.7 % do país),2014
21,Rio de Janeiro,10.0,Dado estável. Sujeito a pequenas alterações.,0.02 (2.1 % do país),2014
22,Rondônia,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
23,Roraima,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,10.0,Dado estável. Sujeito a pequenas alterações.,0.15 (5.2 % do país),2014
25,Sergipe,10.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,10.0,Dado estável. Sujeito a pequenas alterações.,0.11 (25.0 % do país),2014
27,Tocantins,10.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.5 % do país),2014
0,Acre,11.0,Dado estável. Sujeito a pequenas alterações.,0.25 (0.9 % do país),2014
1,Alagoas,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,11.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2014
4,Bahia,11.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.5 % do país),2014
5,Brasil,11.0,Dado estável. Sujeito a pequenas alterações.,0.11 (100.0 % do país),2014
6,Ceará,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
7,Distrito Federal,11.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.5 % do país),2014
8,Espírito Santo,11.0,Dado estável. Sujeito a pequenas alterações.,0.08 (1.4 % do país),2014
9,Goiás,11.0,Dado estável. Sujeito a pequenas alterações.,0.14 (4.2 % do país),2014
10,Maranhão,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
11,Mato Grosso,11.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2014
12,Mato Grosso do Sul,11.0,Dado estável. Sujeito a pequenas alterações.,0.50 (6.0 % do país),2014
13,Minas Gerais,11.0,Dado estável. Sujeito a pequenas alterações.,0.24 (22.8 % do país),2014
14,Paraná,11.0,Dado estável. Sujeito a pequenas alterações.,0.24 (12.6 % do país),2014
15,Paraíba,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,11.0,Dado estável. Sujeito a pequenas alterações.,0.09 (3.3 % do país),2014
17,Pernambuco,11.0,Dado estável. Sujeito a pequenas alterações.,0.13 (5.6 % do país),2014
18,Piauí,11.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2014
19,Rio Grande do Norte,11.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2014
20,Rio Grande do Sul,11.0,Dado estável. Sujeito a pequenas alterações.,0.12 (6.5 % do país),2014
21,Rio de Janeiro,11.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.4 % do país),2014
22,Rondônia,11.0,Dado estável. Sujeito a pequenas alterações.,0.29 (2.3 % do país),2014
23,Roraima,11.0,Dado estável. Sujeito a pequenas alterações.,0.20 (0.5 % do país),2014
24,Santa Catarina,11.0,Dado estável. Sujeito a pequenas alterações.,0.21 (6.5 % do país),2014
25,Sergipe,11.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,11.0,Dado estável. Sujeito a pequenas alterações.,0.11 (22.8 % do país),2014
27,Tocantins,11.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.5 % do país),2014
0,Acre,12.0,Dado estável. Sujeito a pequenas alterações.,0.38 (1.1 % do país),2014
1,Alagoas,12.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2014
2,Amapá,12.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,12.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2014
4,Bahia,12.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.3 % do país),2014
5,Brasil,12.0,Dado estável. Sujeito a pequenas alterações.,0.13 (100.0 % do país),2014
6,Ceará,12.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2014
7,Distrito Federal,12.0,Dado estável. Sujeito a pequenas alterações.,0.18 (1.9 % do país),2014
8,Espírito Santo,12.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2014
9,Goiás,12.0,Dado estável. Sujeito a pequenas alterações.,0.11 (2.7 % do país),2014
10,Maranhão,12.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2014
11,Mato Grosso,12.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2014
12,Mato Grosso do Sul,12.0,Dado estável. Sujeito a pequenas alterações.,0.95 (9.5 % do país),2014
13,Minas Gerais,12.0,Dado estável. Sujeito a pequenas alterações.,0.34 (26.7 % do país),2014
14,Paraná,12.0,Dado estável. Sujeito a pequenas alterações.,0.15 (6.5 % do país),2014
15,Paraíba,12.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,12.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.1 % do país),2014
17,Pernambuco,12.0,Dado estável. Sujeito a pequenas alterações.,0.08 (2.7 % do país),2014
18,Piauí,12.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2014
19,Rio Grande do Norte,12.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
20,Rio Grande do Sul,12.0,Dado estável. Sujeito a pequenas alterações.,0.07 (3.1 % do país),2014
21,Rio de Janeiro,12.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.5 % do país),2014
22,Rondônia,12.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.4 % do país),2014
23,Roraima,12.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,12.0,Dado estável. Sujeito a pequenas alterações.,0.18 (4.6 % do país),2014
25,Sergipe,12.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,12.0,Dado estável. Sujeito a pequenas alterações.,0.19 (31.3 % do país),2014
27,Tocantins,12.0,Dado estável. Sujeito a pequenas alterações.,0.13 (0.8 % do país),2014
0,Acre,13.0,Dado estável. Sujeito a pequenas alterações.,0.38 (1.1 % do país),2014
1,Alagoas,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,13.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2014
4,Bahia,13.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.4 % do país),2014
5,Brasil,13.0,Dado estável. Sujeito a pequenas alterações.,0.14 (100.0 % do país),2014
6,Ceará,13.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.8 % do país),2014
7,Distrito Federal,13.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.1 % do país),2014
8,Espírito Santo,13.0,Dado estável. Sujeito a pequenas alterações.,0.08 (1.1 % do país),2014
9,Goiás,13.0,Dado estável. Sujeito a pequenas alterações.,0.15 (3.6 % do país),2014
10,Maranhão,13.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2014
11,Mato Grosso,13.0,Dado estável. Sujeito a pequenas alterações.,0.12 (1.4 % do país),2014
12,Mato Grosso do Sul,13.0,Dado estável. Sujeito a pequenas alterações.,0.38 (3.6 % do país),2014
13,Minas Gerais,13.0,Dado estável. Sujeito a pequenas alterações.,0.26 (19.2 % do país),2014
14,Paraná,13.0,Dado estável. Sujeito a pequenas alterações.,0.32 (12.5 % do país),2014
15,Paraíba,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,13.0,Dado estável. Sujeito a pequenas alterações.,0.09 (2.5 % do país),2014
17,Pernambuco,13.0,Dado estável. Sujeito a pequenas alterações.,0.17 (5.7 % do país),2014
18,Piauí,13.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.4 % do país),2014
19,Rio Grande do Norte,13.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.7 % do país),2014
20,Rio Grande do Sul,13.0,Dado estável. Sujeito a pequenas alterações.,0.09 (3.6 % do país),2014
21,Rio de Janeiro,13.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.1 % do país),2014
22,Rondônia,13.0,Dado estável. Sujeito a pequenas alterações.,0.23 (1.4 % do país),2014
23,Roraima,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,13.0,Dado estável. Sujeito a pequenas alterações.,0.28 (6.8 % do país),2014
25,Sergipe,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,13.0,Dado estável. Sujeito a pequenas alterações.,0.18 (28.8 % do país),2014
27,Tocantins,13.0,Dado estável. Sujeito a pequenas alterações.,0.13 (0.7 % do país),2014
0,Acre,14.0,Dado estável. Sujeito a pequenas alterações.,0.63 (1.3 % do país),2014
1,Alagoas,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
4,Bahia,14.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.3 % do país),2014
5,Brasil,14.0,Dado estável. Sujeito a pequenas alterações.,0.18 (100.0 % do país),2014
6,Ceará,14.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.3 % do país),2014
7,Distrito Federal,14.0,Dado estável. Sujeito a pequenas alterações.,0.28 (2.2 % do país),2014
8,Espírito Santo,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
9,Goiás,14.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.9 % do país),2014
10,Maranhão,14.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.1 % do país),2014
11,Mato Grosso,14.0,Dado estável. Sujeito a pequenas alterações.,0.12 (1.1 % do país),2014
12,Mato Grosso do Sul,14.0,Dado estável. Sujeito a pequenas alterações.,0.34 (2.4 % do país),2014
13,Minas Gerais,14.0,Dado estável. Sujeito a pequenas alterações.,0.36 (19.9 % do país),2014
14,Paraná,14.0,Dado estável. Sujeito a pequenas alterações.,0.32 (9.4 % do país),2014
15,Paraíba,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,14.0,Dado estável. Sujeito a pequenas alterações.,0.10 (2.2 % do país),2014
17,Pernambuco,14.0,Dado estável. Sujeito a pequenas alterações.,0.20 (5.1 % do país),2014
18,Piauí,14.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.1 % do país),2014
19,Rio Grande do Norte,14.0,Dado estável. Sujeito a pequenas alterações.,0.18 (1.6 % do país),2014
20,Rio Grande do Sul,14.0,Dado estável. Sujeito a pequenas alterações.,0.10 (3.0 % do país),2014
21,Rio de Janeiro,14.0,Dado estável. Sujeito a pequenas alterações.,0.07 (3.0 % do país),2014
22,Rondônia,14.0,Dado estável. Sujeito a pequenas alterações.,0.40 (1.9 % do país),2014
23,Roraima,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,14.0,Dado estável. Sujeito a pequenas alterações.,0.34 (6.2 % do país),2014
25,Sergipe,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,14.0,Dado estável. Sujeito a pequenas alterações.,0.30 (34.9 % do país),2014
27,Tocantins,14.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.3 % do país),2014
0,Acre,15.0,Dado estável. Sujeito a pequenas alterações.,0.25 (0.5 % do país),2014
1,Alagoas,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,15.0,Dado estável. Sujeito a pequenas alterações.,0.10 (1.0 % do país),2014
4,Bahia,15.0,Dado estável. Sujeito a pequenas alterações.,0.07 (2.8 % do país),2014
5,Brasil,15.0,Dado estável. Sujeito a pequenas alterações.,0.19 (100.0 % do país),2014
6,Ceará,15.0,Dado estável. Sujeito a pequenas alterações.,0.12 (2.8 % do país),2014
7,Distrito Federal,15.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.3 % do país),2014
8,Espírito Santo,15.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.5 % do país),2014
9,Goiás,15.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.8 % do país),2014
10,Maranhão,15.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.0 % do país),2014
11,Mato Grosso,15.0,Dado estável. Sujeito a pequenas alterações.,0.19 (1.5 % do país),2014
12,Mato Grosso do Sul,15.0,Dado estável. Sujeito a pequenas alterações.,0.53 (3.6 % do país),2014
13,Minas Gerais,15.0,Dado estável. Sujeito a pequenas alterações.,0.40 (21.1 % do país),2014
14,Paraná,15.0,Dado estável. Sujeito a pequenas alterações.,0.32 (9.1 % do país),2014
15,Paraíba,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,15.0,Dado estável. Sujeito a pequenas alterações.,0.19 (3.8 % do país),2014
17,Pernambuco,15.0,Dado estável. Sujeito a pequenas alterações.,0.25 (5.8 % do país),2014
18,Piauí,15.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.5 % do país),2014
19,Rio Grande do Norte,15.0,Dado estável. Sujeito a pequenas alterações.,0.09 (0.8 % do país),2014
20,Rio Grande do Sul,15.0,Dado estável. Sujeito a pequenas alterações.,0.17 (4.8 % do país),2014
21,Rio de Janeiro,15.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.5 % do país),2014
22,Rondônia,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
23,Roraima,15.0,Dado estável. Sujeito a pequenas alterações.,0.20 (0.3 % do país),2014
24,Santa Catarina,15.0,Dado estável. Sujeito a pequenas alterações.,0.30 (5.1 % do país),2014
25,Sergipe,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,15.0,Dado estável. Sujeito a pequenas alterações.,0.27 (30.7 % do país),2014
27,Tocantins,15.0,Dado estável. Sujeito a pequenas alterações.,0.20 (0.8 % do país),2014
0,Acre,16.0,Dado estável. Sujeito a pequenas alterações.,0.25 (0.5 % do país),2014
1,Alagoas,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,16.0,Dado estável. Sujeito a pequenas alterações.,0.08 (0.8 % do país),2014
4,Bahia,16.0,Dado estável. Sujeito a pequenas alterações.,0.08 (3.0 % do país),2014
5,Brasil,16.0,Dado estável. Sujeito a pequenas alterações.,0.19 (100.0 % do país),2014
6,Ceará,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.3 % do país),2014
7,Distrito Federal,16.0,Dado estável. Sujeito a pequenas alterações.,0.18 (1.3 % do país),2014
8,Espírito Santo,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
9,Goiás,16.0,Dado estável. Sujeito a pequenas alterações.,0.31 (5.1 % do país),2014
10,Maranhão,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.3 % do país),2014
11,Mato Grosso,16.0,Dado estável. Sujeito a pequenas alterações.,0.37 (3.0 % do país),2014
12,Mato Grosso do Sul,16.0,Dado estável. Sujeito a pequenas alterações.,0.69 (4.6 % do país),2014
13,Minas Gerais,16.0,Dado estável. Sujeito a pequenas alterações.,0.32 (17.0 % do país),2014
14,Paraná,16.0,Dado estável. Sujeito a pequenas alterações.,0.33 (9.4 % do país),2014
15,Paraíba,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
16,Pará,16.0,Dado estável. Sujeito a pequenas alterações.,0.09 (1.8 % do país),2014
17,Pernambuco,16.0,Dado estável. Sujeito a pequenas alterações.,0.30 (7.1 % do país),2014
18,Piauí,16.0,Dado estável. Sujeito a pequenas alterações.,0.09 (0.8 % do país),2014
19,Rio Grande do Norte,16.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.3 % do país),2014
20,Rio Grande do Sul,16.0,Dado estável. Sujeito a pequenas alterações.,0.16 (4.6 % do país),2014
21,Rio de Janeiro,16.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.8 % do país),2014
22,Rondônia,16.0,Dado estável. Sujeito a pequenas alterações.,0.11 (0.5 % do país),2014
23,Roraima,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
24,Santa Catarina,16.0,Dado estável. Sujeito a pequenas alterações.,0.37 (6.3 % do país),2014
25,Sergipe,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
26,São Paulo,16.0,Dado estável. Sujeito a pequenas alterações.,0.29 (32.7 % do país),2014
27,Tocantins,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
0,Acre,17.0,Dado estável. Sujeito a pequenas alterações.,0.38 (0.6 % do país),2014
1,Alagoas,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
2,Amapá,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2014
3,Amazonas,17.0,Dado estável. Sujeito a pequenas alterações.,0.10 (0.8 % do país),2014
4,Bahia,17.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.8 % do país),2014
5,Brasil,17.0,Dado estável. Sujeito a pequenas alterações.,0.24 (100.0 % do país),2014
6,Ceará,17.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2014
7,Distrito Federal,17.0,Dado estável. Sujeito a pequenas alterações.,0.18 (1.0 % do país),2014
